1_id	1_span	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_ptb::pos	4_anno_ptb::pos	meta_Period	meta_Genre	meta_Dialect	meta_File_name	meta_Text_name	meta_Date	meta_Author	meta_Verse_or_prose	meta_Foreign_original	meta_Relationship_to_spoken_language	meta_Prototypicaltext_category
salt:/ppcme2/cmmandev.m3#sTok17298	sum	Q	salt:/ppcme2/cmmandev.m3#structure10900	And sum men maken hem more	IP-MAT	salt:/ppcme2/cmmandev.m3#structure10901	sum men	NP	salt:/ppcme2/cmmandev.m3#sTok17299	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok17305	sum	Q	salt:/ppcme2/cmmandev.m3#structure10905	And sum men hasten hem	IP-MAT	salt:/ppcme2/cmmandev.m3#structure10906	sum men	NP	salt:/ppcme2/cmmandev.m3#sTok17306	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok18038	ony	Q	salt:/ppcme2/cmmandev.m3#structure11378	of ony man	PP	salt:/ppcme2/cmmandev.m3#structure11379	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok18039	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok19745	no	Q	salt:/ppcme2/cmmandev.m3#structure12438	And þei suffre no cristene man entre in to that place but ȝif 0 it be of the specyall grace of the Soudan ,	IP-MAT	salt:/ppcme2/cmmandev.m3#structure12440	no cristene man	NP	salt:/ppcme2/cmmandev.m3#sTok19747	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok20783	all	Q	salt:/ppcme2/cmmandev.m3#structure13064	to all men	PP	salt:/ppcme2/cmmandev.m3#structure13065	all men	NP	salt:/ppcme2/cmmandev.m3#sTok20784	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok20864	ony	Q	salt:/ppcme2/cmmandev.m3#structure13104	*T*-1 euere ony man saugh	IP	salt:/ppcme2/cmmandev.m3#structure13106	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok20865	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok23475	many	Q	salt:/ppcme2/cmmandev.m3#structure14719	And þere was in þat tyme many gode holy men & holy heremytes of whom 0 *T*-2 the book of fadres lyfes speketh	IP-MAT	salt:/ppcme2/cmmandev.m3#structure14723	many gode holy men & holy heremytes of whom 0 *T*-2 the book of fadres lyfes speketh	NP	salt:/ppcme2/cmmandev.m3#sTok23478	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok24322	no	Q	salt:/ppcme2/cmmandev.m3#structure15210	But the sarazines wole not suffre no cristene man ne Iewes to come þerein ,	IP-MAT	salt:/ppcme2/cmmandev.m3#structure15212	no cristene man ne Iewes	NP	salt:/ppcme2/cmmandev.m3#sTok24324	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok24336	none	Q	salt:/ppcme2/cmmandev.m3#structure15220	none so foule synfull men scholde not come in so holy place	IP	salt:/ppcme2/cmmandev.m3#structure15221	none so foule synfull men	NP	salt:/ppcme2/cmmandev.m3#sTok24340	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok30995	no	Q	salt:/ppcme2/cmmandev.m3#structure19195	þei sawgh no man *ICH*-2 aboute hem but only here fader	IP	salt:/ppcme2/cmmandev.m3#structure19197	no man *ICH*-2	NP	salt:/ppcme2/cmmandev.m3#sTok30996	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok31821	manye	Q	salt:/ppcme2/cmmandev.m3#structure19699	*T*-2 manye cristene men dwelleden	IP	salt:/ppcme2/cmmandev.m3#structure19700	manye cristene men	NP	salt:/ppcme2/cmmandev.m3#sTok31823	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok35016	all	Q	salt:/ppcme2/cmmandev.m3#structure21564	reysen all men 0 þat *T*-2 hadden suffred deth sith that the world was formed from deth to lyue	IP	salt:/ppcme2/cmmandev.m3#structure21565	all men 0 þat *T*-2 hadden suffred deth sith that the world was formed	NP	salt:/ppcme2/cmmandev.m3#sTok35017	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok35132	euery	Q	salt:/ppcme2/cmmandev.m3#structure21628	And þanne schall euery man haue after his dissert ouþer gode or euyll but ȝif 0 the mercy of god passe his rightwisness .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure21630	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok35133	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok36278	many	Q	salt:/ppcme2/cmmandev.m3#structure22351	amonges the sarazines o part & other , *exp* duellen many cristene men of many maneres & dyuerse names	IP	salt:/ppcme2/cmmandev.m3#structure22358	many cristene men of many maneres & dyuerse names	NP	salt:/ppcme2/cmmandev.m3#sTok36280	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok36729	no	Q	salt:/ppcme2/cmmandev.m3#structure22617	And also no man may ȝeuen couenable medicyne but ȝif 0 he knowe the qualitee of the dede .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure22618	no man	NP	salt:/ppcme2/cmmandev.m3#sTok36730	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok37842	no	Q	salt:/ppcme2/cmmandev.m3#structure23327	And treuly no gode man scholde not duellen in þat contre ,	IP-MAT	salt:/ppcme2/cmmandev.m3#structure23329	no gode man	NP	salt:/ppcme2/cmmandev.m3#sTok37844	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok38019	ony	Q	salt:/ppcme2/cmmandev.m3#structure23433	to ony worthi man 0 þat *T*-1 hath gon be þat weye	PP	salt:/ppcme2/cmmandev.m3#structure23434	ony worthi man 0 þat *T*-1 hath gon be þat weye	NP	salt:/ppcme2/cmmandev.m3#sTok38021	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok38267	ony	Q	salt:/ppcme2/cmmandev.m3#structure23581	ony cristene men comen vpon hem	IP	salt:/ppcme2/cmmandev.m3#structure23582	ony cristene men	NP	salt:/ppcme2/cmmandev.m3#sTok38269	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok38325	euery	Q	salt:/ppcme2/cmmandev.m3#structure23612	& þerfore hath euery man stewes in his hous	IP-MAT	salt:/ppcme2/cmmandev.m3#structure23614	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok38326	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok38670	euery	Q	salt:/ppcme2/cmmandev.m3#structure23842	euery man after his dissert	NP	salt:/ppcme2/cmmandev.m3#structure23843	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok38671	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok38690	euery	Q	salt:/ppcme2/cmmandev.m3#structure23859	*T*-7 euery <P_85> man schall haue .iiij=xx=. wyfes all maydenes	IP	salt:/ppcme2/cmmandev.m3#structure23860	euery <P_85> man	NP	salt:/ppcme2/cmmandev.m3#sTok38692	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok39095	alle	Q	salt:/ppcme2/cmmandev.m3#structure24113	to alle men	PP	salt:/ppcme2/cmmandev.m3#structure24114	alle men	NP	salt:/ppcme2/cmmandev.m3#sTok39096	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok39716	ony	Q	salt:/ppcme2/cmmandev.m3#structure24528	ony man aske hem what 0 *T*-1 is here beleeue	IP	salt:/ppcme2/cmmandev.m3#structure24529	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok39717	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok39774	euery	Q	salt:/ppcme2/cmmandev.m3#structure24570	euery man schall haue his meryte after 0 0 *T*-1 he hath disserued	IP	salt:/ppcme2/cmmandev.m3#structure24571	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok39775	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok39817	euery	Q	salt:/ppcme2/cmmandev.m3#structure24596	euery man scholde haue .ij. *ICH*-1 wyfes or .iij. or .iiij	IP	salt:/ppcme2/cmmandev.m3#structure24597	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok39818	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok40903	all	Q	salt:/ppcme2/cmmandev.m3#structure25293	of all cristene men	PP	salt:/ppcme2/cmmandev.m3#structure25294	all cristene men	NP	salt:/ppcme2/cmmandev.m3#sTok40905	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok41729	all	Q	salt:/ppcme2/cmmandev.m3#structure25819	all his men weren wrothe	IP	salt:/ppcme2/cmmandev.m3#structure25820	all his men	NP	salt:/ppcme2/cmmandev.m3#sTok41731	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok43229	summe	Q	salt:/ppcme2/cmmandev.m3#structure26793	*T*-2 summe men seyn	IP	salt:/ppcme2/cmmandev.m3#structure26794	summe men	NP	salt:/ppcme2/cmmandev.m3#sTok43230	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok44456	euery	Q	salt:/ppcme2/cmmandev.m3#structure27524	And of þat salt euery man taketh what 0 *T*-1 he wil 0 for to salte with *T*-2 to his nede .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure27527	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok44457	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok44478	many	Q	salt:/ppcme2/cmmandev.m3#structure27538	Þere *exp* duellen many cristene men vndir tribute of Sarrazines .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure27540	many cristene men	NP	salt:/ppcme2/cmmandev.m3#sTok44480	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok44722	no	Q	salt:/ppcme2/cmmandev.m3#structure27694	no cristene man may not longe duelle ne enduren with the lif in þat cytee	IP	salt:/ppcme2/cmmandev.m3#structure27695	no cristene man	NP	salt:/ppcme2/cmmandev.m3#sTok44724	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok45778	summe	Q	salt:/ppcme2/cmmandev.m3#structure28363	*T*-1 summe men seyn	IP	salt:/ppcme2/cmmandev.m3#structure28364	summe men	NP	salt:/ppcme2/cmmandev.m3#sTok45779	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok45797	no	Q	salt:/ppcme2/cmmandev.m3#structure28372	the wommen wil not suffre no men amonges hem to ben here souereynes	IP	salt:/ppcme2/cmmandev.m3#structure28374	no men	NP	salt:/ppcme2/cmmandev.m3#sTok45798	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok45903	all	Q	salt:/ppcme2/cmmandev.m3#structure28434	& as creatures out of wytt þei slowen all the men of the contrey 0 þat *T*-1 weren laft	IP-MAT	salt:/ppcme2/cmmandev.m3#structure28440	all the men of the contrey 0 þat *T*-1 weren laft	NP	salt:/ppcme2/cmmandev.m3#sTok45905	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok47347	many	Q	salt:/ppcme2/cmmandev.m3#structure29328	*T*-3 many men knowen noght	IP	salt:/ppcme2/cmmandev.m3#structure29329	many men	NP	salt:/ppcme2/cmmandev.m3#sTok47348	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok47648	sum	Q	salt:/ppcme2/cmmandev.m3#structure29515	But ȝit sum men loue not hem so wel as the oþere	IP-MAT	salt:/ppcme2/cmmandev.m3#structure29517	sum men	NP	salt:/ppcme2/cmmandev.m3#sTok47649	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok49085	sum	Q	salt:/ppcme2/cmmandev.m3#structure30406	for sum worthi man 0 þat *T*-2 was sumtyme , as hercules & many oþere 0 þat *T*-3 diden many meruayles in here tyme	PP	salt:/ppcme2/cmmandev.m3#structure30407	sum worthi man 0 þat *T*-2 was sumtyme , as hercules & many oþere 0 þat *T*-3 diden many meruayles in here tyme	NP	salt:/ppcme2/cmmandev.m3#sTok49087	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok49578	sum	Q	salt:/ppcme2/cmmandev.m3#structure30735	And þere ben also sum cristene men 0 þat *T*-2 seyn þat summe bestes han gode meetynge , þat is to seye for to meete with hem first at morwe & summe bestes wykked meetynge & þat þei han preued ofte tyme þat the hare *ICH*-4 hath full euyll meetynge & swyn & many oþere bestes .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure30737	sum cristene men 0 þat *T*-2 seyn þat summe bestes han gode meetynge , þat is to seye for to meete with hem first at morwe & summe bestes wykked meetynge & þat þei han preued ofte tyme þat the hare *ICH*-4 hath full euyll meetynge & swyn & many oþere bestes	NP	salt:/ppcme2/cmmandev.m3#sTok49580	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok50028	many	Q	salt:/ppcme2/cmmandev.m3#structure31010	& þere duellen many cristene men of gode feyth .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure31012	many cristene men of gode feyth	NP	salt:/ppcme2/cmmandev.m3#sTok50030	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok50040	manye	Q	salt:/ppcme2/cmmandev.m3#structure31016	And þere *exp* ben manye religous men	IP	salt:/ppcme2/cmmandev.m3#structure31018	manye religous men	NP	salt:/ppcme2/cmmandev.m3#sTok50042	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok50477	summe	Q	salt:/ppcme2/cmmandev.m3#structure31289	And summe men seyn þat whan 0 þei wil gadre the peper þei maken fuyr & *con* brennen aboute to make the serpentes and the cokedrilles to flee ,	IP-MAT	salt:/ppcme2/cmmandev.m3#structure31290	summe men	NP	salt:/ppcme2/cmmandev.m3#sTok50478	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok50817	Sum	Q	salt:/ppcme2/cmmandev.m3#structure31493	Sum men clepen it the well of ȝouthe	IP-MAT	salt:/ppcme2/cmmandev.m3#structure31494	Sum men	NP	salt:/ppcme2/cmmandev.m3#sTok50818	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok51209	ony	Q	salt:/ppcme2/cmmandev.m3#structure31743	ony man dyeth in the contree	IP	salt:/ppcme2/cmmandev.m3#structure31744	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok51210	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok53429	ony	Q	salt:/ppcme2/cmmandev.m3#structure33137	þei refusen ony man	IP	salt:/ppcme2/cmmandev.m3#structure33139	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok53430	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok53547	euery	Q	salt:/ppcme2/cmmandev.m3#structure33202	And euery man taketh what part þat *T*-1 him lyketh .	IP-MAT	salt:/ppcme2/cmmandev.m3#structure33203	euery man	NP	salt:/ppcme2/cmmandev.m3#sTok53548	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok53593	euery	Q	salt:/ppcme2/cmmandev.m3#structure33228	& euery man þere taketh what 0 *T*-1 he wole withouten ony contradiccioun	IP-MAT	salt:/ppcme2/cmmandev.m3#structure33229	euery man þere	NP	salt:/ppcme2/cmmandev.m3#sTok53594	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok57834	euery	Q	salt:/ppcme2/cmmandev.m3#structure35789	and euery man of the contree taketh of hem als many *ICH*-2 as 0 0 *T*-1 him lyketh ,	IP-MAT	salt:/ppcme2/cmmandev.m3#structure35790	euery man of the contree	NP	salt:/ppcme2/cmmandev.m3#sTok57835	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok58751	ony	Q	salt:/ppcme2/cmmandev.m3#structure36377	þei seen ony men passynge þorgh here contrees	IP	salt:/ppcme2/cmmandev.m3#structure36379	ony men	NP	salt:/ppcme2/cmmandev.m3#sTok58752	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok58923	all	Q	salt:/ppcme2/cmmandev.m3#structure36478	& all the men & wommen of þat yle han houndes hedes	IP-MAT	salt:/ppcme2/cmmandev.m3#structure36479	all the men & wommen of þat yle	NP	salt:/ppcme2/cmmandev.m3#sTok58925	men	NS	NS	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok59052	ony	Q	salt:/ppcme2/cmmandev.m3#structure36561	þei taken ony man in bataylle	IP	salt:/ppcme2/cmmandev.m3#structure36563	ony man	NP	salt:/ppcme2/cmmandev.m3#sTok59053	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmandev.m3#sTok59771	no	Q	salt:/ppcme2/cmmandev.m3#structure37008	no strange man 0 þat *T*-2 entreth in to þat contree , but only to men 0 þat *T*-3 ben born of the same contree	NP	salt:/ppcme2/cmmandev.m3#structure37009	no strange man 0 þat *T*-2 entreth in to þat contree	NP	salt:/ppcme2/cmmandev.m3#sTok59773	man	N	N	M3		EML	CMMANDEV			X	PROSE	FRENCH	WRITTEN	NARR IMAG
salt:/ppcme2/cmmarga.m1#sTok4752	na	Q	salt:/ppcme2/cmmarga.m1#structure2856	ne mahte hit na mon redliche areachen	IP	salt:/ppcme2/cmmarga.m1#structure2858	na mon	NP	salt:/ppcme2/cmmarga.m1#sTok4753	mon	N	N	M1		WMO	CMMARGA			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmmarga.m1#sTok5990	na	Q	salt:/ppcme2/cmmarga.m1#structure3573	Ne neauer ȝet ne mahte me ouercume na mon bute þu nuþe .	IP-MAT-SPE	salt:/ppcme2/cmmarga.m1#structure3576	na mon bute þu	NP	salt:/ppcme2/cmmarga.m1#sTok5991	mon	N	N	M1		WMO	CMMARGA			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmmarga.m1#sTok8148	euch	Q	salt:/ppcme2/cmmarga.m1#structure4956	euch monnes selhðe	NP	salt:/ppcme2/cmmarga.m1#structure4957	euch monnes	NP	salt:/ppcme2/cmmarga.m1#sTok8149	monnes	N$	N$	M1		WMO	CMMARGA			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmmarga.m1#sTok9969	alle	Q	salt:/ppcme2/cmmarga.m1#structure6046	alle sunfule men imuneget i þine benen . & i þine eadie beoden	IP	salt:/ppcme2/cmmarga.m1#structure6047	alle sunfule men	NP	salt:/ppcme2/cmmarga.m1#sTok9971	men	NS	NS	M1		WMO	CMMARGA			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmmirk.m34#sTok880	no	Q	salt:/ppcme2/cmmirk.m34#structure499	no man *ICH*-2 can tell hit but God hymselfe	IP	salt:/ppcme2/cmmirk.m34#structure500	no man *ICH*-2	NP	salt:/ppcme2/cmmirk.m34#sTok881	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok1131	all	Q	salt:/ppcme2/cmmirk.m34#structure631	The xiij. day all men *ICH*-1 schull be redy to aryse 0 þat *T*-2 haue ben ded befor .	IP-MAT	salt:/ppcme2/cmmirk.m34#structure633	all men *ICH*-1	NP	salt:/ppcme2/cmmirk.m34#sTok1132	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok1160	no	Q	salt:/ppcme2/cmmirk.m34#structure645	no man may tell hit	IP	salt:/ppcme2/cmmirk.m34#structure646	no man	NP	salt:/ppcme2/cmmirk.m34#sTok1161	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok1181	all	Q	salt:/ppcme2/cmmirk.m34#structure654	and all men and woymen and childyrne schull aryse vp yn þe age of xxx=ti= ȝere	IP	salt:/ppcme2/cmmirk.m34#structure655	all men and woymen and childyrne	NP	salt:/ppcme2/cmmirk.m34#sTok1182	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok2295	no	Q	salt:/ppcme2/cmmirk.m34#structure1327	no man myght tell þe payne þerof , ny of þe hete	IP	salt:/ppcme2/cmmirk.m34#structure1328	no man	NP	salt:/ppcme2/cmmirk.m34#sTok2296	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok3551	all	Q	salt:/ppcme2/cmmirk.m34#structure2045	of all men	PP	salt:/ppcme2/cmmirk.m34#structure2046	all men	NP	salt:/ppcme2/cmmirk.m34#sTok3552	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok4005	all	Q	salt:/ppcme2/cmmirk.m34#structure2306	and all oþer men	CONJP	salt:/ppcme2/cmmirk.m34#structure2307	all oþer men	NP	salt:/ppcme2/cmmirk.m34#sTok4007	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok4356	no	Q	salt:/ppcme2/cmmirk.m34#structure2505	þer myght no man se hym half an oure	IP	salt:/ppcme2/cmmirk.m34#structure2507	no man	NP	salt:/ppcme2/cmmirk.m34#sTok4357	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok4406	all	Q	salt:/ppcme2/cmmirk.m34#structure2535	among all men	PP	salt:/ppcme2/cmmirk.m34#structure2536	all men	NP	salt:/ppcme2/cmmirk.m34#sTok4407	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok5087	all	Q	salt:/ppcme2/cmmirk.m34#structure2921	all þe men and wymen , 0 þat *T*-1 euer wer borne , stonden yfere	IP	salt:/ppcme2/cmmirk.m34#structure2922	all þe men and wymen , 0 þat *T*-1 euer wer borne	NP	salt:/ppcme2/cmmirk.m34#sTok5089	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok5493	all	Q	salt:/ppcme2/cmmirk.m34#structure3147	all men forto pray to God forto send hom wyttyng , what 0 *T*-1 þys pylgrym *ICH*-2 was 0 þat *T*-3 soo godly halpe hym yn his nede	IP	salt:/ppcme2/cmmirk.m34#structure3148	all men	NP	salt:/ppcme2/cmmirk.m34#sTok5494	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok6428	no	Q	salt:/ppcme2/cmmirk.m34#structure3684	no man cowþe tell	IP	salt:/ppcme2/cmmirk.m34#structure3685	no man	NP	salt:/ppcme2/cmmirk.m34#sTok6429	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok9171	yche	Q	salt:/ppcme2/cmmirk.m34#structure5236	Then yche man prayde bysyly on his ende to dyuerse sayntys of Heuen , to haue helpe and socour yn þat gret nede .	IP-MAT	salt:/ppcme2/cmmirk.m34#structure5238	yche man	NP	salt:/ppcme2/cmmirk.m34#sTok9172	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok10037	yche	Q	salt:/ppcme2/cmmirk.m34#structure5737	*T*-2 yche man was commawndet forto come yn to þe mete	IP	salt:/ppcme2/cmmirk.m34#structure5738	yche man	NP	salt:/ppcme2/cmmirk.m34#sTok10038	man	N	N	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
salt:/ppcme2/cmmirk.m34#sTok10193	all	Q	salt:/ppcme2/cmmirk.m34#structure5821	of all men	PP	salt:/ppcme2/cmmirk.m34#structure5822	all men	NP	salt:/ppcme2/cmmirk.m34#sTok10194	men	NS	NS	M3/4		WMO	CMMIRK			MIRK JOHN	PROSE	X	X	INSTR REL
